Name,Producer,Socket,Chipset,Memory Type
MSI B550-A Pro,MSI,AM4,B550,DDR4
ASRock B250 Pro4,ASRock,1151,B250,DDR4
ASRock B360 Pro4,ASRock,1151,B360,DDR4
ASRock B360M Pro4,ASRock,1151,B360,DDR4
ASRock B360M-ITX/AC,ASRock,1151,B360,DDR4
ASRock B650 PG Lightning,ASRock,AM5,B650,DDR5
ASRock B650 Pro RS,ASRock,AM5,B650,DDR5
ASRock B650M PG Riptide,ASRock,AM5,B650E,DDR5
ASRock Fatal1ty B250M Performance,ASRock,1151,B250,DDR4
ASRock Fatal1ty X399 Professional Gaming,ASRock,TR4,X399,DDR4
ASRock H110M-HDS,ASRock,1151,H110,DDR4
ASRock H110M-ITX/ac,ASRock,1151,H110,DDR4
ASRock X299 Gaming K6,ASRock,2066,X299,DDR4
ASRock X399 Taichi,ASRock,TR4,X399,DDR4
"ASRock X570 Taichi, AMD X570",ASRock,AM4,X570,DDR4
ASRock X99 Taichi,ASRock,2011-V3,X99,DDR4
ASRock X99E-ITX/AC,ASRock,2011-V3,X99,DDR4
ASRock Z270 Killer SLI,ASRock,1151,Z270,DDR4
ASRock Z270 Pro4,ASRock,1151,Z270,DDR4
ASRock Z270M Pro4,ASRock,1151,Z270,DDR4
ASRock Z270M-ITX/ac,ASRock,1151,Z270,DDR4
ASRock Z370 Pro4,ASRock,1151,Z370,DDR4
ASRock Z370M Pro4,ASRock,1151,Z370,DDR4
ASRock Z390 Extreme 4,ASRock,1151,Z390,DDR4
ASRock Z390 Taichi,ASRock,1151,Z390,DDR4
ASRock Z790 PG Lightning,ASRock,1700,Z790,DDR5
ASUS B150I-PRO Gaming/Aura USB3.0/M.2/HDMI/DVI Mini-ITX,Asus,1151,B150,DDR4
ASUS B150M-A GL/USB3.1/SATA600/HDMI/VGA/DVI B150,Asus,1151,B150,DDR4
ASUS B150M-A/M.2 USB3.1/M.2/HDMI/VGA/DVI B150,Asus,1151,B150,DDR4
ASUS B365-PLUS,ASUS,1151,B365,DDR4
ASUS MAXIMUS VIII Impact USB3.1/SATA600/U.2/WIFI/BT/HDMI Mini-ITX,Asus,1151,Z170,DDR4
ASUS Maximus VIII RANGER,ASUS,1151,Z170,DDR4
ASUS PRIME B250M-A,ASUS,1151,B250,DDR4
ASUS PRIME B250M-C,ASUS,1151,B250,DDR4
ASUS Prime B660-Plus D4,ASUS,1700,B660,DDR4
ASUS Prime B660M-A D4,ASUS,1700,B660,DDR4
ASUS Prime B660M-A WiFi D4,ASUS,1700,B660,DDR4
ASUS Prime H670-Plus D4,ASUS,1700,H670,DDR4
ASUS PRIME Z270-P,ASUS,1151,Z270,DDR4
ASUS PRIME Z270M-PLUS,ASUS,1151,Z270,DDR4
ASUS PRIME Z490-P,ASUS,1200,Z490,DDR4
ASUS PRIME Z490M-PLUS,ASUS,1200,Z490,DDR4
ASUS PRIME Z690-P,ASUS,1700,Z690,DDR5
ASUS PRIME Z690-P D4,ASUS,1700,Z690,DDR4
ASUS PRIME Z690-P WIFI,ASUS,1700,Z690,DDR5
ASUS PRIME Z690-P WIFI D4,ASUS,1700,Z690,DDR4
Asus ROG RAMPAGE VI EXTREME,Asus,2066,X299,DDR4
ASUS ROG STRIX B660-A Gaming WiFi,ASUS,1700,B660,DDR5
ASUS ROG Zenith Extreme,ASUS,TR4,X399,DDR4
ASUS Strix B365-F Gaming,ASUS,1151,B365,DDR4
ASUS Strix B365-G Gaming,ASUS,1151,B365,DDR4
"ASUS STRIX Z270G Gaming, RoG",ASUS,1151,Z270,DDR4
ASUS TUF B365M-Plus Gaming,ASUS,1151,B365,DDR4
ASUS TUF Gaming B660-Plus WiFi D4,ASUS,1700,B660,DDR4
ASUS TUF Gaming B660M-Plus WiFi,ASUS,1700,B660,DDR5
ASUS TUF Gaming H670-Pro WiFi D4,ASUS,1700,H670,DDR4
ASUS TUF GAMING Z690-PLUS WIFI D4,ASUS,1700,Z690,DDR4
Asus TUF X299 MARK 1,Asus,2066,X299,DDR4
ASUS X99 DELUXE II,ASUS,2011-V3,X99,DDR4
ASUS Z170-P,ASUS,1151,Z170,DDR4
Gigabyte Aorus X299-Gaming,Gigabyte,2066,X299,DDR4
Gigabyte Aorus X399 Gaming 7,Gigabyte,TR4,X399,DDR4
Gigabyte Aorus Z270X-Gaming 5,Gigabyte,1151,Z270,DDR4
Gigabyte Aorus Z270X-Gaming 9,Gigabyte,1151,Z270,DDR4
Gigabyte B250M-DS3H,Gigabyte,1151,B250,DDR4
Gigabyte B360 HD3,Gigabyte,1151,B360,DDR4
Gigabyte B360M Aorus Gaming 3,Gigabyte,1151,B360,DDR4
Gigabyte B360M D3H,Gigabyte,1151,B360,DDR4
Gigabyte B360M DS3H,Gigabyte,1151,B360,DDR4
Gigabyte B365 M Aorus Elite,Gigabyte,1151,B365,DDR4
Gigabyte B365M DS3H,Gigabyte,1151,B365,DDR4
Gigabyte B365M H,Gigabyte,1151,B365,DDR4
"Gigabyte B450 Aorus M, AMD B450",Gigabyte,AM4,B450,DDR4
GIGABYTE B650M AORUS Elite AX (rev. 1.1),Gigabyte,AM5,B650,DDR5
GIGABYTE B650M DS3H,Gigabyte,AM5,B650,DDR5
Gigabyte GA-B150M-DS3H GL/USB3.0/M.2/HDMI/DVI/VGA,Gigabyte,1151,B150,DDR4
Gigabyte H270M-DS3H,Gigabyte,1151,H270,DDR4
Gigabyte Q270M-D3H,Gigabyte,1151,Q270,DDR4
"Gigabyte X570 Aorus Elite, AMD X570",Gigabyte,AM4,X570,DDR4
"Gigabyte X570 Aorus Pro, AMD X570",Gigabyte,AM4,X570,DDR4
"Gigabyte X570 Gaming X, AMD X570",Gigabyte,AM4,X570,DDR4
"Gigabyte X570 I Aorus Pro WiFi, AMD X570",Gigabyte,AM4,X570,DDR4
Gigabyte X99-SLI,Gigabyte,2011-V3,X99,DDR4
Gigabyte X99-UD3,Gigabyte,2011-V3,X99,DDR4
Gigabyte Z170-Gaming K3,Gigabyte,1151,Z170,DDR4
Gigabyte Z270-Gaming K3,Gigabyte,1151,Z270,DDR4
Gigabyte Z270-HD3P,Gigabyte,1151,Z270,DDR4
Gigabyte Z270M-D3P,Gigabyte,1151,Z270,DDR4
Gigabyte Z270X-Ultra Gaming,Gigabyte,1151,Z270,DDR4
Gigabyte Z270XP-SLI,Gigabyte,1151,Z270,DDR4
Gigabyte Z370 PD3,Gigabyte,1151,Z370,DDR4
Gigabyte Z390 I Aorus Pro WiFi,Gigabyte,1151,Z390,DDR4
Gigabyte Z390 UD,Gigabyte,1151,Z390,DDR4
Gigabyte Z490 Aorus Elite,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Aorus Elite AC,Gigabyte,1200,Z490,DDR4
Gigabyte Z490 Vision G,Gigabyte,1200,Z490,DDR4
Gigabyte Z490I Aorus Ultra,Gigabyte,1200,Z490,DDR4
Gigabyte Z690 Aorus Elite DDR4,Gigabyte,1700,Z690,DDR4
Gigabyte Z690 Aorus Master,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 Aorus Pro,Gigabyte,1700,Z690,DDR5
Gigabyte Z690 UD AX,Gigabyte,1700,Z690,DDR5
MSI B150M Bazooka,MSI,1151,B150,DDR4
MSI B150M Mortar,MSI,1151,B150,DDR4
MSI B250M Bazooka,MSI,1151,B250,DDR4
MSI B250M Mortar,MSI,1151,B250,DDR4
MSI B250M Pro-VDH,MSI,1151,B250,DDR4
MSI B350 Tomahawk,MSI,AM4,B350,DDR4
MSI B360M Mortar,MSI,1151,B360,DDR4
"MSI B365M Pro-VDH, socket 1151",MSI,1151,B365,DDR4
"MSI B450 Gaming Plus Max, AMD B450",MSI,AM4,B450,DDR4
MSI B450 Tomahawk,MSI,AM4,B450,DDR4
MSI B450 Tomahawk Max,MSI,AM4,B450,DDR4
MSI B450-A Pro,MSI,AM4,B450,DDR4
MSI B450I Gaming Plus AC,MSI,AM4,B450,DDR4
MSI B450M Bazooka,MSI,AM4,B450,DDR4
MSI B450M Bazooka Plus,MSI,AM4,B450,DDR4
MSI B450M Mortar,MSI,AM4,B450,DDR4
"MSI B450M Mortar Max, AMD B450-, socket AM4",MSI,AM4,B450,DDR4
MSI B450M Mortar Titanium,MSI,AM4,B450,DDR4
"MSI B450M Pro-VDH Max, AMD B450-, socket AM4",MSI,AM4,B450,DDR4
MSI H110M Pro-VD,MSI,1151,H110,DDR4
MSI H270M Mortar ARCTIC,MSI,1151,H270,DDR4
"MSI MAG B365M Mortar, socket 1151",MSI,1151,B365,DDR4
MSI MAG B660M MORTAR WIFI DDR4,MSI,1700,B660,DDR4
MSI MAG X570 Tomahawk WiFi,MSI,AM4,X570,DDR4
MSI MAG Z690 Tomahawk WiFi,MSI,1700,Z690,DDR5
MSI MAG Z690 Tomahawk WiFi DDR4,MSI,1700,Z690,DDR4
MSI MAG Z690 Torpedo,MSI,1700,Z690,DDR5
MSI MEG Z490 Unify,MSI,1200,Z490,DDR4
MSI PRO B660-A DDR4,MSI,1700,B660,DDR4
MSI Pro B760M-E DDR4,MSI,1700,B760,DDR4
MSI Pro B760M-P DDR4,MSI,1700,B760,DDR4
MSI Pro Z690-A,MSI,1700,Z690,DDR5
MSI Pro Z690-A DDR4,MSI,1700,Z690,DDR4
MSI Pro Z690-A WiFi DDR4,MSI,1700,Z690,DDR4
MSI X399 Gaming Pro Carbon AC,MSI,TR4,X399,DDR4
MSI X99A Raider,MSI,2011-V3,X99,DDR4
MSI Z170-A Pro,MSI,1151,Z170,DDR4
MSI Z170A Gaming M7,MSI,1151,Z170,DDR4
MSI Z170A PC Mate,MSI,1151,Z170,DDR4
MSI Z270 Gaming PLUS,MSI,1151,Z270,DDR4
MSI Z270 Gaming Pro Carbon,MSI,1151,Z270,DDR4
MSI Z270 KRAIT Gaming,MSI,1151,Z270,DDR4
MSI Z270 PC MATE,MSI,1151,Z270,DDR4
MSI Z270 SLI PLUS,MSI,1151,Z270,DDR4
MSI Z270 Tomahawk,MSI,1151,Z270,DDR4
MSI Z270 Xpower Gaming Titanium,MSI,1151,Z270,DDR4
MSI Z270-A Pro,MSI,1151,Z270,DDR4
MSI Z370 Gaming Plus,MSI,1151,Z370,DDR4
MSI Z370 SLI Plus,MSI,1151,Z370,DDR4
MSI Z370-A Pro,MSI,1151,Z370,DDR4
MSI Z490I Unify,MSI,1200,Z490,DDR4
MSI Z490M Gaming Edge WiFi,MSI,1200,Z490,DDR4
ASRock A320M,ASRock,AM4,A320,DDR4
ASRock A320M Pro4,ASRock,AM4,A320,DDR4
ASRock A320M Pro4 R2.0,ASRock,AM4,A320,DDR4
ASRock A320M Pro4-F,ASRock,AM4,A320,DDR4
ASRock A320M-DGS,ASRock,AM4,A320,DDR4
ASRock A320M-HDV,ASRock,AM4,A320,DDR4
ASRock A520M Pro4,ASRock,AM4,A520,DDR4
ASRock A520M-HDV,ASRock,AM4,A520,DDR4
ASRock A520M-HVS,ASRock,AM4,A520,DDR4
ASRock A520M-ITX/AC,ASRock,AM4,A520,DDR4
"ASRock AB350 Pro4 BTC, AMD B350",ASRock,AM4,B350,DDR4
ASRock AB350M,ASRock,AM4,B350,DDR4
"ASRock AB350M Pro4, AMD B350",ASRock,AM4,B350,DDR4
ASRock AB350M-HDV,ASRock,AM4,B350,DDR4
ASRock AB350M-HDV R3.0,ASRock,AM4,B350,DDR4
"ASRock AB350M-HDV R4.0, AMD B350",ASRock,AM4,B350,DDR4
ASRock B150M-HDS,ASRock,1151,B150,DDR4
ASRock B250M Pro4,ASRock,1151,B250,DDR4
ASRock B250M-HDV,ASRock,1151,B250,DDR4
ASRock B360 Gaming K4 Fatal1ty,ASRock,1151,B360,DDR4
ASRock B360M-HDV,ASRock,1151,B360,DDR4
"ASRock B450 Gaming ITX/ac, AMD B450",ASRock,AM4,B450,DDR4
"ASRock B450 Gaming K4, AMD B450",ASRock,AM4,B450,DDR4
"ASRock B450 Pro 4, AMD B450",ASRock,AM4,B450,DDR4
ASRock B450 Steel Legend,ASRock,AM4,B450,DDR4
"ASRock B450M Pro4, AMD B450",ASRock,AM4,B450,DDR4
ASRock B450M Pro4-F,ASRock,AM4,B450,DDR4
ASRock B450M-HDV,ASRock,AM4,B450,DDR4
"ASRock B450M-HDV R4.0, AMD B450",ASRock,AM4,B450,DDR4
ASRock B460 Phantom Gaming 4,ASRock,1200,B460,DDR4
ASRock B460 Pro4,ASRock,1200,B460,DDR4
ASRock B460 Steel Legend,ASRock,1200,B460,DDR4
ASRock B460M Pro4,ASRock,1200,B460,DDR4
ASRock B460M Steel Legend,ASRock,1200,B460,DDR4
ASRock B460M-HDV,ASRock,1200,B460,DDR4
ASRock B460M-ITX/ac,ASRock,1200,B460,DDR4
ASRock B550 Extreme4,ASRock,AM4,B550,DDR4
ASRock B550 PG Riptide,ASRock,AM4,B550,DDR4
ASRock B550 PG Velocita,ASRock,AM4,B550,DDR4
ASRock B550 Phantom Gaming 4,ASRock,AM4,B550,DDR4
ASRock B550 Phantom Gaming-ITX/ax,ASRock,AM4,B550,DDR4
ASRock B550 Pro4,ASRock,AM4,B550,DDR4
ASRock B550 Steel Legend,ASRock,AM4,B550,DDR4
ASRock B550 Taichi,ASRock,AM4,B550,DDR4
ASRock B550M Pro4,ASRock,AM4,B550,DDR4
ASRock B550M-HDV,ASRock,AM4,B550,DDR4
ASRock B550M-ITX/ac,ASRock,AM4,B550,DDR4
ASRock B560 Pro4,ASRock,1200,B560,DDR4
ASRock B560 Steel Legend,ASRock,1200,B560,DDR4
ASRock B560M Pro4,ASRock,1200,B560,DDR4
ASRock B560M Steel Legend,ASRock,1200,B560,DDR4
ASRock B560M-HDV,ASRock,1200,B560,DDR4
ASRock B560M-ITX/ac,ASRock,1200,B560,DDR4
ASRock B650 Live Mixer,ASRock,AM5,B650,DDR5
ASRock B650E PG Riptide WIFI,ASRock,AM5,B650E,DDR5
ASRock B650E PG-ITX WIFI,ASRock,AM5,B650E,DDR5
ASRock B650E Steel Legend WIFI,ASRock,AM5,B650E,DDR5
ASRock B650E Taichi,ASRock,AM5,B650E,DDR5
ASRock B660 Pro RS,ASRock,1700,B660,DDR4
ASRock B660 Steel Legend,ASRock,1700,B660,DDR4
ASRock B660M Pro RS,ASRock,1700,B660,DDR4
ASRock B660M Steel Legend,ASRock,1700,B660,DDR4
ASRock B660M-HDV,ASRock,1700,B660,DDR4
ASRock B660M-ITX/ac,ASRock,1700,B660,DDR4
ASRock C236 WSI 2xLAN/SATA600/USB3.0/DP/HDMI/VGA Mini ITX,ASRock,1151,C236,DDR4
ASRock C236M WS 2xLAN/SATA600/USB3.0/DP/HDMI/VGA,ASRock,1151,C236,DDR4
ASRock E3V5 WS SATA600/USB3.0 C232,ASRock,1151,C232,DDR4
ASRock Fatal1ty AB350 Gaming K4,ASRock,AM4,B350,DDR4
"ASRock Fatal1ty AB350 Gaming-ITX/ac, AMD B350",ASRock,AM4,B350,DDR4
ASRock Fatal1ty B250 Gaming K4,ASRock,1151,B250,DDR4
ASRock Fatal1ty E3V5 Performance Gaming/OC,ASRock,1151,C232,DDR4
ASRock Fatal1ty H270 Performance,ASRock,1151,H270,DDR4
ASRock Fatal1ty H270M Performance,ASRock,1151,H270,DDR4
ASRock Fatal1ty X299 Professional Gaming i9 XE,ASRock,2066,X299,DDR4
"ASRock Fatal1ty X370 Gaming-ITX/ac, AMD X370",ASRock,AM4,X370,DDR4
"ASRock Fatal1ty X470 Gaming-ITX/ac, AMD X470",ASRock,AM4,X470,DDR4
ASRock Fatal1ty X99 Professional Gaming i7,ASRock,2011-V3,X99,DDR4
ASRock Fatal1ty X99M Killer/3.1 SATA600/R/eSATA/Ultra M.2 X99,ASRock,2011-3,X99 Express,DDR4
ASRock Fatal1ty Z170 Gaming K4,ASRock,1151,Z170,DDR4
ASRock Fatal1ty Z170 Gaming K6+,ASRock,1151,Z170,DDR4
ASRock Fatal1ty Z270 Gaming K4,ASRock,1151,Z270,DDR4
ASRock Fatal1ty Z270 Gaming K6,ASRock,1151,Z270,DDR4
ASRock Fatal1ty Z270 Gaming-ITX/ac,ASRock,1151,Z270,DDR4
"ASRock Fatal1ty Z270 Professional Gaming i7, Intel Z270",ASRock,1151,Z270,DDR4
ASRock Fatal1ty Z370 Gaming ITX/ac,ASRock,1151,Z370,DDR4
ASRock Fatal1ty Z370 Gaming K6,ASRock,1151,Z370,DDR4
ASRock Fatal1ty Z370 Professional Gaming i7,ASRock,1151,Z370,DDR4
ASRock H110 PRO BTC+,ASRock,1151,H110,DDR4
ASRock H170 PRO4,ASRock,1151,H170,DDR4
ASRock H170M PRO4,ASRock,1151,H170,DDR4
ASRock H170M-ITX/AC,ASRock,1151,H170,DDR4
ASRock H270 Pro 4,ASRock,1151,H270,DDR4
ASRock H270M Pro4,ASRock,1151,H270,DDR4
ASRock H270M-ITX/ac,ASRock,1151,H270,DDR4
ASRock H310M-DGS,ASRock,1151,H310,DDR4
ASRock H310M-HDV/M.2,ASRock,1151,H310,DDR4
ASRock H310M-ITX/AC,ASRock,1151,H310,DDR4
ASRock H370 Performance Fatal1ty,ASRock,1151,H370,DDR4
ASRock H370 Pro4,ASRock,1151,H370,DDR4
ASRock H370M Pro4,ASRock,1151,H370,DDR4
ASRock H370M-ITX/AC,ASRock,1151,H370,DDR4
ASRock H410M-HDV,ASRock,1200,H410,DDR4
ASRock H410M-HDV/M.2,ASRock,1200,H410,DDR4
ASRock H410M-HVS,ASRock,1200,H410,DDR4
ASRock H410M-ITX/ac,ASRock,1200,H410,DDR4
ASRock H470 Phantom Gaming 4,ASRock,1200,H470,DDR4
ASRock H470 Steel Legend,ASRock,1200,H470,DDR4
ASRock H470M Pro4,ASRock,1200,H470,DDR4
ASRock H470M-ITX/ac,ASRock,1200,H470,DDR4
ASRock H510M-HDV,ASRock,1200,H510,DDR4
ASRock H510M-HDV/M.2,ASRock,1200,H510,DDR4
ASRock H510M-HVS,ASRock,1200,H510,DDR4
ASRock H510M-ITX/ac,ASRock,1200,H510,DDR4
ASRock H570 Phantom Gaming 4,ASRock,1200,H570,DDR4
ASRock H570 Steel Legend,ASRock,1200,H570,DDR4
ASRock H570M Pro4,ASRock,1200,H570,DDR4
ASRock H570M-ITX/ac,ASRock,1200,H570,DDR4
ASRock TRX40 Creator,ASRock,TRX40,TRX40,DDR4
ASRock TRX40 Taichi,ASRock,TRX40,TRX40,DDR4
ASRock WRX80 Creator R2.0,ASRock,1700,B660,DDR4
ASRock X299 Gaming i9,ASRock,2066,X299,DDR4
ASRock X299 Killer SLI/ac,ASRock,2066,X299,DDR4
ASRock X299 OC Formula,ASRock,2066,X299,DDR4
ASRock X299 Taichi,ASRock,2066,X299,DDR4
ASRock X299 Taichi XE,ASRock,2066,X299,DDR4
ASRock X299E-ITX/AC,ASRock,2066,X299,DDR4
ASRock X370 Gaming K4,ASRock,AM4,X370,DDR4
ASRock X370 Killer SLI,ASRock,AM4,X370,DDR4
"ASRock X370 Professional Gaming, AMD X370",ASRock,AM4,X370,DDR4
"ASRock X370 Taichi, AMD X370",ASRock,AM4,X370,DDR4
"ASRock X470 Fatal1ty Gaming K4, AMD X470",ASRock,AM4,X470,DDR4
ASRock X470 Master SLI,ASRock,AM4,X470,DDR4
"ASRock X470 Taichi Ultimate, AMD X470",ASRock,AM4,X470,DDR4
"ASRock X470 Taichi, AMD X470",ASRock,AM4,X470,DDR4
"ASRock X570 Aqua, AMD X570",ASRock,AM4,X570,DDR4
"ASRock X570 Extreme4, AMD X570",ASRock,AM4,X570,DDR4
ASRock X570 PG Velocita,ASRock,AM4,X570,DDR4
"ASRock X570 Phantom Gaming 4, AMD X570",ASRock,AM4,X570,DDR4
"ASRock X570 Phantom Gaming X, AMD X570",ASRock,AM4,X570,DDR4
"ASRock X570 Phantom Gaming-ITX/TB3, AMD X570",ASRock,AM4,X570,DDR4
"ASRock X570 Pro4, AMD X570",ASRock,AM4,X570,DDR4
"ASRock X570 Steel Legend, AMD X570",ASRock,AM4,X570,DDR4
ASRock X570 Taichi Razer Edition,ASRock,AM4,X570,DDR4
"ASRock X570M Pro4, AMD X570",ASRock,AM4,X570,DDR4
ASRock X570S PG Riptide,ASRock,AM4,X570,DDR4
ASRock X670E PG Lightning,ASRock,AM5,X670E,DDR5
ASRock X670E Pro RS,ASRock,AM5,X670E,DDR5
ASRock X670E Steel Legend,ASRock,AM5,X670E,DDR5
ASRock X670E Taichi,ASRock,AM5,X670E,DDR5
ASRock X670E Taichi Carrara,ASRock,AM5,X670E,DDR5
ASRock X99 Extreme4,ASRock,2011-V3,X99,DDR4
ASRock X99 Extreme4/3.1 Intel X99,ASRock,2011-V3,X99,DDR4
ASRock X99 Extreme6,ASRock,2011-V3,X99,DDR4
ASRock X99 OC Formula,ASRock,2011-V3,X99,DDR4
ASRock X99M Extreme4,ASRock,2011-V3,X99,DDR4
ASRock X99M Killer,ASRock,2011-V3,X99,DDR4
ASRock X99X Killer,ASRock,2011-V3,X99,DDR4
ASRock Z170 Extreme4,ASRock,1151,Z170,DDR4
ASRock Z170 Extreme6,ASRock,1151,Z170,DDR4
ASRock Z170 Extreme6+,ASRock,1151,Z170,DDR4
ASRock Z170 Extreme7+,ASRock,1151,Z170,DDR4
ASRock Z170 Gaming K6,ASRock,1151,Z170,DDR4
ASRock Z170 Gaming-ITX/ac,ASRock,1151,Z170,DDR4
ASRock Z170 OC Formula USB3.1/DP/HDMI/M.2/SATAe,ASRock,1151,Z170,DDR4
ASRock Z170A-X1,ASRock,1151,Z170,DDR4
ASRock Z170M Pro4S USB3.0/SATA600/DVI/HDMI/M.2,ASRock,1151,Z170,DDR4
ASRock Z170M-ITX/AC,ASRock,1151,Z170,DDR4
ASRock Z270 Extreme4,ASRock,1151,Z270,DDR4
"ASRock Z270 SuperCarrier, Intel Z270",ASRock,1151,Z270,DDR4
ASRock Z270 Taichi,ASRock,1151,Z270,DDR4
ASRock Z270M Extreme4,ASRock,1151,Z270,DDR4
ASRock Z370 Extreme4,ASRock,1151,Z370,DDR4
ASRock Z370 Killer SLI,ASRock,1151,Z370,DDR4
ASRock Z370 Taichi,ASRock,1151,Z370,DDR4
ASRock Z370M ITX/ac,ASRock,1151,Z370,DDR4
ASRock Z390 M Pro 4,ASRock,1151,Z390,DDR4
ASRock Z390 Phantom Gaming 4,ASRock,1151,Z390,DDR4
ASRock Z390 Phantom Gaming-ITX/AC,ASRock,1151,Z390,DDR4
ASRock Z390 Pro 4,ASRock,1151,Z390,DDR4
ASRock Z390 Taichi Ultimate,ASRock,1151,Z390,DDR4
ASRock Z390M-ITX/AC,ASRock,1151,Z390,DDR4
ASRock Z490 Aqua,ASRock,1200,Z490,DDR4
ASRock Z490 Extreme4,ASRock,1200,Z490,DDR4
ASRock Z490 PG Velocita,ASRock,1200,Z490,DDR4
ASRock Z490 Phantom Gaming 4,ASRock,1200,Z490,DDR4
ASRock Z490 Phantom Gaming 4/ac,ASRock,1200,Z490,DDR4
ASRock Z490 Phantom Gaming-ITX/TB3,ASRock,1200,Z490,DDR4
ASRock Z490 Pro4,ASRock,1200,Z490,DDR4
ASRock Z490 Steel Legend,ASRock,1200,Z490,DDR4
ASRock Z490 Taichi,ASRock,1200,Z490,DDR4
ASRock Z490M Pro4,ASRock,1200,Z490,DDR4
ASRock Z490M-ITX/ac,ASRock,1200,Z490,DDR4
ASRock Z590 Extreme,ASRock,1200,Z590,DDR4
ASRock Z590 PG Velocita,ASRock,1200,Z590,DDR4
ASRock Z590 Phantom Gaming 4,ASRock,1200,Z590,DDR4
ASRock Z590 Pro4,ASRock,1200,Z590,DDR4
ASRock Z590 Steel Legend,ASRock,1200,Z590,DDR4
ASRock Z590 Taichi,ASRock,1200,Z590,DDR4
ASRock Z590M Phantom Gaming 4,ASRock,1200,Z590,DDR4
ASRock Z590M Pro4,ASRock,1200,Z590,DDR4
ASRock Z590M-ITX/ax,ASRock,1200,Z590,DDR4
ASRock Z790 LiveMixer,ASRock,1700,Z790,DDR5
ASRock Z790 PG Lightning/D4,ASRock,1700,Z790,DDR4
ASRock Z790 PG Riptide,ASRock,1700,Z790,DDR5
ASRock Z790 PG SONIC,ASRock,1700,Z790,DDR5
ASRock Z790 PG-ITX/TB4,ASRock,1700,Z790,DDR5
ASRock Z790 Pro RS,ASRock,1700,Z790,DDR5
ASRock Z790 Pro RS/D4,ASRock,1700,Z790,DDR4
ASRock Z790 Steel Legend WIFI,ASRock,1700,Z790,DDR5
ASRock Z790 Taichi,ASRock,1700,Z790,DDR5
ASRock Z790 Taichi Carrara,ASRock,1700,Z790,DDR5
ASRock Z790M PG Lightning/D4,ASRock,1700,Z790,DDR4
ASRock Z790M-ITX WIFI,ASRock,1700,Z790,DDR5
ASUS A88XM-E USB 3.1,ASUS,FM2+,A88X,DDR4
ASUS B150 Pro Gaming/Aura,ASUS,1151,B150,DDR4
Asus B150-PLUS,Asus,1151,B150,DDR4
ASUS B150-Pro,ASUS,1151,B150,DDR4
ASUS B150-PRO Gaming USB3.1/M.2/SATA600/HDMI/VGA,Asus,1151,B150,DDR4
ASUS B150I Pro Gaming/WiFi/Aura,ASUS,1151,B150,DDR4
ASUS B150M-C,ASUS,1151,B150,DDR4
ASUS B150M-PRO Gaming USB3.0/M.2/SATA600/HDMI,Asus,1151,B150,DDR4
ASUS B250 Mining Expert BTC,ASUS,1151,B250,DDR4
